ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	CONCEPT_ID	COGID	ROOTID	ALIGNMENT
48586	Ukrainian	money	гроші	ɦrɔʂji	ɦ r ɔ ʂ j i		Balto-Slavic	422_money	1452	16907	ɦ r ɔ ʂ j i
49676	Belarusian	money	грошы	ɣrɔʂɨ	ɣ r ɔ ʂ ɨ		Balto-Slavic	422_money	1452	16907	ɣ r ɔ ʂ - ɨ
50738	Russian	money	деньги	dʲeˑnʲɡi	dʲ eˑ nʲ g i		Balto-Slavic	422_money	1460	16928	dʲ eˑ nʲ g i
51840	Lithuanian	money	pinigai	pʲɪnʲɪɡɐʲɪ̯ˑ	pʲ ɪ nʲ ɪ g ɐ j ɪˑ		Balto-Slavic	422_money	1457	16918	pʲ ɪ - nʲ ɪ - - g ɐ j ɪˑ
53138	Latvian	money	nauda	nau̯dɑ	n a u d ɑ		Balto-Slavic	422_money	1459	16922	n a u d ɑ
54396	Icelandic	money	peningar	pʰɛnɪŋkɑr̥	pʰ ɛ n ɪ ŋ k ɑ r̥		Germanic	422_money	9598	16918	pʰ ɛ n ɪ ŋ k ɑ r̥
55553	Norwegian (Bokmål)	money	penger	ˈpɛŋər	p ɛ ŋ ə r		Germanic	422_money	9595	16912	p ɛ ŋ ə r
56686	Swedish	money	pengar	pɛŋːar	p ɛ ŋː a r		Germanic	422_money	9595	16912	p ɛ ŋː a r
57819	Danish	money	penge	ˈpɛŋə	p ɛ ŋ ə		Germanic	422_money	9595	16912	p ɛ ŋ ə -
58890	German	money	Geld	ɡɛlt	g ɛ l t		Germanic	422_money	9596	16914	g ɛ l t
59965	Dutch	money	geld	ɣɛlt	ɣ ɛ l t		Germanic	422_money	9596	16914	ɣ ɛ l t
61092	English	money	money	ˈmʌnɪ	m ʌ n ɪ		Germanic	422_money	9597	16915	m ʌ n ɪ
62208	Irish	money	airgead	aɾʲəɟəd̪ˠ	a ɾʲ ə ɟ ə d̪ˠ		Celtic	422_money	6604	16919	a ɾʲ ə ɟ ə d̪ˠ
63446	Welsh	money	pres	prɛs	p r ɛ s		Celtic	422_money	6605	16934	p r ɛ s
63447	Welsh	money	arian	arɪan	a r ɪ a n		Celtic	422_money	6606	16938	a r ɪ a n
64566	Breton	money	arc'hant	aʀxãn	a ʀ x ã n		Celtic	422_money	6603	16908	a ʀ x ã n
65626	Latin	money	aes	aɛ̯s	a ɛ s		Italic	422_money	13361	16921	a ɛ s
65627	Latin	money	pecunia	pɛkuːnɪa	p ɛ k uː n ɪ a		Italic	422_money	13362	16936	p ɛ k uː n ɪ a
66774	French	money	argent	aʁˈʒɑ̃	a ʁ ʒ ɑ̃		Italic	422_money	13355	16908	a ʁ ʒ ɑ̃
67971	Catalan	money	dinērs	d̪inɛɾs	d̪ i n ɛ ɾ s		Italic	422_money	13358	16910	d̪ i n ɛ - ɾ s -
69111	Spanish	money	dinero	dineɾo	d i n e ɾ o		Italic	422_money	13358	16910	d i n e - ɾ - o
70349	Portuguese	money	dinheiro	diˈɲejru	d i ɲ e j r u		Italic	422_money	13358	16910	d i ɲ e j r - u
71593	Italian	money	soldi	soldi	s o l d i		Italic	422_money	13360	16914	s o l d i
71594	Italian	money	denaro	denaro	d e n a r o		Italic	422_money	13358	16910	d e n a - r - o
72868	Romanian	money	bani	banʲ	b a nʲ		Italic	422_money	13359	16912	b a nʲ
72869	Romanian	money	parale	parale	p a r a l e		Italic	422_money	13356	16909	p a r a l e
41635	Bulgarian	month	месец	mɛsɛt͡s	m ɛ s ɛ ts		Balto-Slavic	456_month	1462	16940	m - - ɛ s ɛ - ts
42856	Croatian	month	mjesec	mjɛ̂sɛːt͡s	m j ɛ s ɛː ts		Balto-Slavic	456_month	1462	16940	m - j ɛ s ɛː - ts
44075	Slovene	month	mésec	mɛ˨ːsɛt͡s	m ɛː ² s ɛ ts		Balto-Slavic	456_month	1465	16962	m ɛː ² s ɛ ts
45216	Slovak	month	mesiac	mɛsi̯at͡s	m ɛ s i a ts		Balto-Slavic	456_month	1462	16940	m - - ɛ s i a ts
46399	Czech	month	měsíc	mɲɛsiːt͡s	m ɲ ɛ s iː ts		Balto-Slavic	456_month	1462	16940	m - ɲ ɛ s iː - ts
47526	Polish	month	miesiąc	miɛɕɔnt͡s	m i ɛ ɕ ɔ n ts		Balto-Slavic	456_month	1462	16940	m i - ɛ ɕ ɔ n ts
48626	Ukrainian	month	місяць	misʲɑt͡sʲ	m i sʲ ɑ tsʲ		Balto-Slavic	456_month	1462	16940	m - - i sʲ ɑ - tsʲ
49714	Belarusian	month	месяц	mʲɛsʲat͡s	mʲ ɛ sʲ a ts		Balto-Slavic	456_month	1462	16940	mʲ - - ɛ sʲ a - ts
50772	Russian	month	месяц	mʲeˑsʲɪt͡s	mʲ eˑ sʲ ɪ ts		Balto-Slavic	456_month	1462	16940	mʲ - - eˑ sʲ ɪ - ts
51882	Lithuanian	month	mėnuo	mêːnuə	m eː n u ə		Balto-Slavic	456_month	1463	16946	m eː n u ə
53179	Latvian	month	mēnesis	meːnɛsːis	m eː n ɛ sː i s		Balto-Slavic	456_month	1462	16940	m eː n ɛ sː i - s
54432	Icelandic	month	mánuður	mɑunʏðʏr̥	m ɑ u n ʏ ð ʏ r̥		Germanic	456_month	9600	16950	m ɑ u n ʏ ð ʏ r̥
55587	Norwegian (Bokmål)	month	måned	ˈmoːnəd	m oː n ə d		Germanic	456_month	9599	16946	m oː n ə d
56724	Swedish	month	månad	moːnad	m oː n a d		Germanic	456_month	9599	16946	m oː n a d
57856	Danish	month	måned	ˈmɔːnəð	m ɔː n ə ð		Germanic	456_month	9599	16946	m ɔː n ə ð
58924	German	month	Monat	moːnaːt	m oː n aː t		Germanic	456_month	9599	16946	m oː n aː t
60002	Dutch	month	maand	maːnt	m aː n t		Germanic	456_month	9599	16946	m aː n - t
61126	English	month	month	mʌnθ	m ʌ n θ		Germanic	456_month	9599	16946	m ʌ n - θ
62249	Irish	month	mí	mʲiː	mʲ iː		Celtic	456_month	6607	16940	mʲ iː -
63488	Welsh	month	mis	mɪs	m ɪ s		Celtic	456_month	6607	16940	m ɪ s
64605	Breton	month	miz	miːs	m iː s		Celtic	456_month	6607	16940	m iː s
65664	Latin	month	mensis	mẽːsɪs	m ẽː s ɪ s		Italic	456_month	13363	16940	m ẽː s ɪ s
66818	French	month	mois	mwa	m w a		Italic	456_month	13364	16948	m w a
68009	Catalan	month	mes	mɛs	m ɛ s		Italic	456_month	13363	16940	m ɛ s - -
69149	Spanish	month	mes	mes	m e s		Italic	456_month	13363	16940	m e s - -
70389	Portuguese	month	mês	meʃ	m e ʃ		Italic	456_month	13363	16940	m e ʃ - -
71635	Italian	month	mese	meze	m e z e		Italic	456_month	13363	16940	m e z e -
72916	Romanian	month	lună	lunə	l u n ə		Italic	456_month	13365	16959	l u n ə
41165	Bulgarian	moon	луна	ɫuna	lˠ u n a		Balto-Slavic	58_moon	1467	16965	lˠ u n a
41166	Bulgarian	moon	месец	mɛsɛt͡s	m ɛ s ɛ ts		Balto-Slavic	58_moon	1466	16963	m - ɛ s - ɛ ts
42352	Croatian	moon	mjesec	mjɛ̂sɛːt͡s	m j ɛ s ɛː ts		Balto-Slavic	58_moon	1466	16963	m j ɛ s - ɛː ts
43630	Slovene	moon	lúna	lu˨ːna	l uː ² n a		Balto-Slavic	58_moon	1471	16986	l uː ² n a
43631	Slovene	moon	mésec	mɛ˨ːsɛt͡s	m ɛː ² s ɛ ts		Balto-Slavic	58_moon	1472	16993	m ɛː ² s ɛ ts
44736	Slovak	moon	mesiac	mɛsi̯at͡s	m ɛ s i a ts		Balto-Slavic	58_moon	1466	16963	m - ɛ s i a ts
45949	Czech	moon	měsíc	mɲɛsiːt͡s	m ɲ ɛ s iː ts		Balto-Slavic	58_moon	1466	16963	m ɲ ɛ s - iː ts
47081	Polish	moon	księżyc	kɕɛ̃ʐɨt͡s	k ɕ ɛ̃ ʐ ɨ ts		Balto-Slavic	58_moon	1470	16981	k ɕ ɛ̃ ʐ ɨ ts
48200	Ukrainian	moon	місяць	misʲɑt͡sʲ	m i sʲ ɑ tsʲ		Balto-Slavic	58_moon	1466	16963	m - i sʲ - ɑ tsʲ
49288	Belarusian	moon	месяц	mʲɛsʲat͡s	mʲ ɛ sʲ a ts		Balto-Slavic	58_moon	1466	16963	mʲ - ɛ sʲ - a ts
50369	Russian	moon	луна	ɫunaˑ	lˠ u n aˑ		Balto-Slavic	58_moon	1467	16965	lˠ u n aˑ
51404	Lithuanian	moon	mėnulis	meːnʊ̂lʲɪs	m eː n ʊ lʲ ɪ s		Balto-Slavic	58_moon	1468	16969	m eː n ʊ lʲ ɪ s
52717	Latvian	moon	mēness	meːnɛsː	m eː n ɛ sː		Balto-Slavic	58_moon	1468	16969	m eː n - - ɛ sː
53982	Icelandic	moon	tungl	tʰuŋl	tʰ u ŋ l		Germanic	58_moon	9602	16974	tʰ u ŋ l
55154	Norwegian (Bokmål)	moon	måne	ˈmoːnə	m oː n ə		Germanic	58_moon	9601	16969	m oː n ə -
56275	Swedish	moon	måne	moːnə	m oː n ə		Germanic	58_moon	9601	16969	m oː n ə -
57441	Danish	moon	måne	ˈmɔːnə	m ɔː n ə		Germanic	58_moon	9601	16969	m ɔː n ə -
58526	German	moon	Mond	mɔnt	m ɔ n t		Germanic	58_moon	9601	16969	m ɔ n - t
59547	Dutch	moon	maan	maːn	m aː n		Germanic	58_moon	9601	16969	m aː n - -
60727	English	moon	moon	muːn	m uː n		Germanic	58_moon	9601	16969	m uː n - -
61754	Irish	moon	ré	ɾˠeː	ɾˠ eː		Celtic	58_moon	6609	16975	ɾˠ eː
61755	Irish	moon	gealach	ɟal̪ˠax	ɟ a l̪ˠ a x		Celtic	58_moon	6610	16992	ɟ a l̪ˠ a x
63023	Welsh	moon	lleuad	ɬɛ͡ɪad	ɬ ɛɪ a d		Celtic	58_moon	6608	16964	ɬ ɛɪ a d
64194	Breton	moon	loar	lɔ̯ɑːʀ	l ɔ ɑː ʀ		Celtic	58_moon	6608	16964	l ɔ ɑː ʀ
65232	Latin	moon	luna	ɫuːna	lˠ uː n a		Italic	58_moon	13368	16965	lˠ uː n a
66327	French	moon	lune	lyn	l y n		Italic	58_moon	13368	16965	l y n -
67555	Catalan	moon	lluna	ʎunə	ʎ u n ə		Italic	58_moon	13368	16965	ʎ u n ə
68684	Spanish	moon	luna	luna	l u n a		Italic	58_moon	13368	16965	l u n a
69898	Portuguese	moon	lua	ˈluɐ	l u ɐ		Italic	58_moon	13367	16964	l u ɐ
71143	Italian	moon	luna	luna	l u n a		Italic	58_moon	13368	16965	l u n a
72400	Romanian	moon	lună	lunə	l u n ə		Italic	58_moon	13368	16965	l u n ə
41205	Bulgarian	moor	мочурище	mɔt͡ʃuriʃtɛ	m ɔ tʃ u r i ʃ t ɛ		Balto-Slavic	91_moor	1474	16996	m ɔ tʃ - u r i ʃ t ɛ
42395	Croatian	moor	močvara	mɔ̌t͡ʃʋara	m ɔ tʃ ʋ a r a		Balto-Slavic	91_moor	1474	16996	m ɔ tʃ ʋ a r - - - a
43666	Slovene	moor	bárje	ba˨ːrɛ	b aː ² r ɛ		Balto-Slavic	91_moor	1479	17017	b aː ² r ɛ
44774	Slovak	moor	močiar	mɔt͡ʃi̯ar	m ɔ tʃ i a r		Balto-Slavic	91_moor	1474	16996	m ɔ tʃ i a r - - - -
45985	Czech	moor	bažina	baʒɪna	b a ʒ ɪ n a		Balto-Slavic	91_moor	1475	16999	b a ʒ ɪ n a
45986	Czech	moor	slatina	slacɪna	s l a c ɪ n a		Balto-Slavic	91_moor	1480	17022	s l a c ɪ n a
47116	Polish	moor	bagno	baɡnɔ	b a g n ɔ		Balto-Slavic	91_moor	1475	16999	b a g - n ɔ
48233	Ukrainian	moor	болото	bɔlɔtɔ	b ɔ l ɔ t ɔ		Balto-Slavic	91_moor	1473	16994	b ɔ l ɔ t ɔ
49322	Belarusian	moor	балота	balɔta	b a l ɔ t a		Balto-Slavic	91_moor	1473	16994	b a l ɔ t a
50402	Russian	moor	болото	bɐɫɔˑtə	b ɐ lˠ ɔˑ t ə		Balto-Slavic	91_moor	1473	16994	b ɐ lˠ ɔˑ t ə
51442	Lithuanian	moor	pelkė	pêˑɫkeː	p eˑ lˠ k eː		Balto-Slavic	91_moor	1478	17010	p eˑ lˠ k eː
52753	Latvian	moor	purvs	purfs	p u r f s		Balto-Slavic	91_moor	1477	17009	p u r f s
52754	Latvian	moor	muklājs	muɡlɑːjs	m u g l ɑː j s		Balto-Slavic	91_moor	1481	17024	m u g l ɑː j s
54017	Icelandic	moor	mýri	mirɪ	m i r ɪ		Germanic	91_moor	9605	17005	m i r - ɪ -
55189	Norwegian (Bokmål)	moor	myr	myːr	m yː r		Germanic	91_moor	9605	17005	m yː r - - -
55190	Norwegian (Bokmål)	moor	myrhei	ˈmyːrhæj	m yː r h æ j		Germanic	91_moor	9605	17005	m yː r h æ j
56313	Swedish	moor	myr	myːr	m yː r		Germanic	91_moor	9605	17005	m yː r - - -
56314	Swedish	moor	mosse	mɔsːə	m ɔ sː ə		Germanic	91_moor	9603	17000	m ɔ sː ə
57474	Danish	moor	mose	ˈmoːsə	m oː s ə		Germanic	91_moor	9603	17000	m oː s ə
58559	German	moor	Moor	moːɐ̯	m oː ɐ		Germanic	91_moor	9603	17000	m oː - ɐ
59582	Dutch	moor	veen	veːn	v eː n		Germanic	91_moor	9604	17001	v eː n
60761	English	moor	moor	mʊə	m ʊ ə		Germanic	91_moor	9603	17000	m ʊ - ə
61796	Irish	moor	caorán	kiːɾˠaːn̪ˠ	k iː ɾˠ aː n̪ˠ		Celtic	91_moor	6613	17006	k iː ɾˠ aː n̪ˠ
61797	Irish	moor	móinteán	mˠoːnʲtʲaːn̪ˠ	mˠ oː nʲ tʲ aː n̪ˠ		Celtic	91_moor	6612	16997	mˠ oː nʲ tʲ aː n̪ˠ
63060	Welsh	moor	rhos	r̥ɔs	r̥ ɔ s		Celtic	91_moor	6614	17021	r̥ ɔ s
64228	Breton	moor	taouarc'heg	tɔʊ̯aʀxɛk	t ɔ ʊ a ʀ x ɛ k		Celtic	91_moor	6611	16995	t ɔ ʊ a ʀ x ɛ k
65271	Latin	moor	palus	paɫuːs	p a lˠ uː s		Italic	91_moor	13370	16994	p a lˠ uː s
66366	French	moor	tourbière	tuʁˈbjɛːʁ	t u ʁ b j ɛː ʁ		Italic	91_moor	13373	17003	t u ʁ b j - ɛː ʁ -
67591	Catalan	moor	pantà	pən̪t̪a	p ə n̪ t̪ a		Italic	91_moor	13371	16997	p ə n̪ t̪ a
68718	Spanish	moor	turbera	tuɾβeɾa	t u ɾ β e ɾ a		Italic	91_moor	13373	17003	t u ɾ β - - e ɾ a
69935	Portuguese	moor	pântano	pãtanu	p ã t a n u		Italic	91_moor	13372	16999	p ã t a n u
71181	Italian	moor	torbiera	torbiera	t o r b i e r a		Italic	91_moor	13373	17003	t o r b - i e r a
72438	Romanian	moor	bărăgan	bərəɡan	b ə r ə g a n		Italic	91_moor	13374	17010	b ə r ə g a n
41628	Bulgarian	morning	утро	utrɔ	u t r ɔ		Balto-Slavic	451_morning	1483	17027	- u t r ɔ -
41629	Bulgarian	morning	сутрин	sutrin	s u t r i n		Balto-Slavic	451_morning	1483	17027	s u t r i n
42850	Croatian	morning	jutro	jûtrɔ	j u t r ɔ		Balto-Slavic	451_morning	1483	17027	j u t r ɔ -
44070	Slovene	morning	jútro	ju˨ːtrɔ	j uː ² t r ɔ		Balto-Slavic	451_morning	1485	17048	j uː ² t r ɔ
45211	Slovak	morning	ráno	raːnɔ	r aː n ɔ		Balto-Slavic	451_morning	1482	17025	- - r aː n - - ɔ
46393	Czech	morning	ráno	raːno	r aː n o		Balto-Slavic	451_morning	1482	17025	- - r aː n - - o
46394	Czech	morning	jitro	jɪtro	j ɪ t r o		Balto-Slavic	451_morning	1483	17027	j ɪ t r o -
47520	Polish	morning	ranek	ɾanɛk	ɾ a n ɛ k		Balto-Slavic	451_morning	1482	17025	- - ɾ a n ɛ k -
47521	Polish	morning	poranek	pɔɾanɛk	p ɔ ɾ a n ɛ k		Balto-Slavic	451_morning	1482	17025	p ɔ ɾ a n ɛ k -
48621	Ukrainian	morning	ранок	rɑnɔk	r ɑ n ɔ k		Balto-Slavic	451_morning	1482	17025	- - r ɑ n ɔ k -
49707	Belarusian	morning	ранак	ranak	r a n a k		Balto-Slavic	451_morning	1482	17025	- - r a n a k -
49708	Belarusian	morning	раніца	ranit͡sa	r a n i ts a		Balto-Slavic	451_morning	1482	17025	- - r a n i ts a
50767	Russian	morning	утро	uˑtrə	uˑ t r ə		Balto-Slavic	451_morning	1483	17027	- uˑ t r ə -
51877	Lithuanian	morning	rytas	rîːtɐs	r iː t ɐ s		Balto-Slavic	451_morning	1484	17040	r iː t ɐ s
53174	Latvian	morning	rīts	riːts	r iː t s		Balto-Slavic	451_morning	1484	17040	r iː t - s
54427	Icelandic	morning	morgunn	mɔrɡʏnː	m ɔ r g ʏ nː		Germanic	451_morning	9607	17032	m ɔ - r g ʏ nː
55582	Norwegian (Bokmål)	morning	morgen	ˈmoːrən	m oː r ə n		Germanic	451_morning	9607	17032	m oː - r - ə n
56719	Swedish	morning	morgon	mɔrːɡɔn	m ɔ rː g ɔ n		Germanic	451_morning	9607	17032	m ɔ - rː g ɔ n
57851	Danish	morning	morgen	ˈmɒːən	m ɒː ə n		Germanic	451_morning	9607	17032	m ɒː - - - ə n
58919	German	morning	Morgen	mɔɐ̯ɡən	m ɔ ɐ g ə n		Germanic	451_morning	9607	17032	m ɔ ɐ g - ə n
59996	Dutch	morning	morgen	mɔrɣə	m ɔ r ɣ ə		Germanic	451_morning	9607	17032	m ɔ - r ɣ ə -
59997	Dutch	morning	ochtend	ɔxtɛnt	ɔ x t ɛ n t		Germanic	451_morning	9608	17057	ɔ x t ɛ n t
61121	English	morning	morning	ˈmɔːnɪŋ	m ɔː n ɪ ŋ		Germanic	451_morning	9606	17028	m ɔː n ɪ ŋ
62244	Irish	morning	maidin	mˠadʲənʲ	mˠ a dʲ ə nʲ		Celtic	451_morning	6616	17028	mˠ a - dʲ ə nʲ
63483	Welsh	morning	bore	bɔrɛ	b ɔ r ɛ		Celtic	451_morning	6615	17026	b ɔ r ɛ
64599	Breton	morning	beure	bøːʀɛ	b øː ʀ ɛ		Celtic	451_morning	6615	17026	b øː ʀ ɛ
64600	Breton	morning	mintin	mintin	m i n t i n		Celtic	451_morning	6616	17028	m i n t i n
65659	Latin	morning	mane	maːnɛ	m aː n ɛ		Italic	451_morning	13375	17028	m aː n - - ɛ
66811	French	morning	matin	maˈtɛ̃	m a t ɛ̃		Italic	451_morning	13375	17028	m a t - - ɛ̃
66812	French	morning	matinée	matiˈne	m a t i n e		Italic	451_morning	13375	17028	m a t i n e
68004	Catalan	morning	matí	mət̪i	m ə t̪ i		Italic	451_morning	13375	17028	m ə t̪ - - i
69144	Spanish	morning	mañana	maɲana	m a ɲ a n a		Italic	451_morning	13375	17028	m a ɲ a n a
70383	Portuguese	morning	manhã	mɐˈɲɐ̃	m ɐ ɲ ɐ̃		Italic	451_morning	13375	17028	m ɐ ɲ - - ɐ̃
71629	Italian	morning	mattina	matːina	m a tː i n a		Italic	451_morning	13375	17028	m a tː i n a
72910	Romanian	morning	dimineață	dimine̯at͡sə	d i m i n e a ts ə		Italic	451_morning	13376	17045	d i m i n e a ts ə
41326	Bulgarian	mother	майка	majka	m a j k a		Balto-Slavic	203_mother	1486	17060	m a j k a
42534	Croatian	mother	majka	mâːjka	m aː j k a		Balto-Slavic	203_mother	1486	17060	m aː j k a
43795	Slovene	mother	máma	ma˨ːma	m aː ² m a		Balto-Slavic	203_mother	1488	17081	m aː ² m a
44902	Slovak	mother	mať	mac	m a c		Balto-Slavic	203_mother	1487	17071	m a c - - -
44903	Slovak	mother	matka	matka	m a t k a		Balto-Slavic	203_mother	1486	17060	m a t k a
46111	Czech	mother	matka	matka	m a t k a		Balto-Slavic	203_mother	1486	17060	m a t k a
47237	Polish	mother	matka	matka	m a t k a		Balto-Slavic	203_mother	1486	17060	m a t k a
48350	Ukrainian	mother	мати	mɑtɪ	m ɑ t ɪ		Balto-Slavic	203_mother	1487	17071	m ɑ t - - ɪ
49437	Belarusian	mother	маці	mat͡si	m a ts i		Balto-Slavic	203_mother	1487	17071	m a ts - - i
50515	Russian	mother	мать	maˑtʲ	m aˑ tʲ		Balto-Slavic	203_mother	1487	17071	m aˑ tʲ - - -
51567	Lithuanian	mother	motina	môːtʲɪnɐ	m oː tʲ ɪ n ɐ		Balto-Slavic	203_mother	1487	17071	m oː tʲ ɪ n ɐ
52874	Latvian	mother	māte	mɑːtɛ	m ɑː t ɛ		Balto-Slavic	203_mother	1487	17071	m ɑː t - - ɛ
54145	Icelandic	mother	móðir	mouðɪr̥	m o u ð ɪ r̥		Germanic	203_mother	9611	17069	m o u ð ɪ r̥
55313	Norwegian (Bokmål)	mother	mor	muːr	m uː r		Germanic	203_mother	9609	17061	m uː r
56439	Swedish	mother	mor	muːr	m uː r		Germanic	203_mother	9609	17061	m uː r
57589	Danish	mother	mor	ˈmoːɐ̯	m oː ɐ		Germanic	203_mother	9610	17064	m oː ɐ
58671	German	mother	Mutter	mʊtɐ	m ʊ t ɐ		Germanic	203_mother	9612	17071	m ʊ t ɐ -
59701	Dutch	mother	moeder	muːdər	m uː d ə r		Germanic	203_mother	9612	17071	m uː d ə r
60873	English	mother	mother	ˈmʌðə	m ʌ ð ə		Germanic	203_mother	9612	17071	m ʌ ð ə -
61935	Irish	mother	máthair	mˠaːhəɾʲ	mˠ aː h ə ɾʲ		Celtic	203_mother	6619	17069	mˠ aː h ə ɾʲ
63195	Welsh	mother	mam	mam	m a m		Celtic	203_mother	6618	17059	m a m
64337	Breton	mother	mamm	mãm	m ã m		Celtic	203_mother	6618	17059	m ã m
65390	Latin	mother	mater	maːtɛr	m aː t ɛ r		Italic	203_mother	13379	17071	m aː t ɛ r -
66491	French	mother	mère	mɛːʁ	m ɛː ʁ		Italic	203_mother	13378	17061	m ɛː ʁ -
67715	Catalan	mother	mare	maɾə	m a ɾ ə		Italic	203_mother	13378	17061	m a ɾ ə
68846	Spanish	mother	madre	maðɾe	m a ð ɾ e		Italic	203_mother	13379	17071	m a ð - ɾ e
70066	Portuguese	mother	mãe	mɐ̃j	m ɐ̃ j		Italic	203_mother	13380	17077	m ɐ̃ j
71308	Italian	mother	madre	madre	m a d r e		Italic	203_mother	13379	17071	m a d - r e
72574	Romanian	mother	mamă	mamə	m a m ə		Italic	203_mother	13377	17059	m a m ə
41212	Bulgarian	mountain	планина	pɫanina	p lˠ a n i n a		Balto-Slavic	96_mountain	1489	17084	p lˠ a n i n a - - -
42401	Croatian	mountain	brdo	br̩̂dɔ	b r d ɔ		Balto-Slavic	96_mountain	1490	17086	b r d ɔ
43674	Slovene	mountain	gôra	ɡo˦ːra	g oː ⁴ r a		Balto-Slavic	96_mountain	1494	17105	g oː ⁴ r a
43675	Slovene	mountain	planína	plani˨ːna	p l a n iː ² n a		Balto-Slavic	96_mountain	1489	17084	p l a n iː - - ² n a
44781	Slovak	mountain	hora	ɦɔra	ɦ ɔ r a		Balto-Slavic	96_mountain	1491	17087	ɦ ɔ r a
45991	Czech	mountain	hora	ɦora	ɦ o r a		Balto-Slavic	96_mountain	1491	17087	ɦ o r a
47121	Polish	mountain	góra	ɡuɾa	g u ɾ a		Balto-Slavic	96_mountain	1491	17087	g u ɾ a
48239	Ukrainian	mountain	гора	ɦɔrɑ	ɦ ɔ r ɑ		Balto-Slavic	96_mountain	1491	17087	ɦ ɔ r ɑ
49327	Belarusian	mountain	гара	ɣara	ɣ a r a		Balto-Slavic	96_mountain	1491	17087	ɣ a r a
50407	Russian	mountain	гора	ɡɐraˑ	g ɐ r aˑ		Balto-Slavic	96_mountain	1491	17087	g ɐ r aˑ
51447	Lithuanian	mountain	kalnas	kâˑɫnɐs	k aˑ lˠ n ɐ s		Balto-Slavic	96_mountain	1492	17097	k aˑ lˠ n ɐ s
52759	Latvian	mountain	kalns	kɑlns	k ɑ l n s		Balto-Slavic	96_mountain	1492	17097	k ɑ l n - s
54024	Icelandic	mountain	fell	fɛtl̥	f ɛ t l̥		Germanic	96_mountain	9617	17093	f - ɛ t l̥
54025	Icelandic	mountain	fjall	fjɑtl̥	f j ɑ t l̥		Germanic	96_mountain	9617	17093	f j ɑ t l̥
55197	Norwegian (Bokmål)	mountain	berg	bærɡ	b æ r g		Germanic	96_mountain	9616	17089	b æ r - g
55198	Norwegian (Bokmål)	mountain	fjell	fjɛl	f j ɛ l		Germanic	96_mountain	9617	17093	f j ɛ - l
56321	Swedish	mountain	berg	bɛrːɡ	b ɛ rː g		Germanic	96_mountain	9616	17089	b ɛ rː - g
56322	Swedish	mountain	fjäll	fjɛlː	f j ɛ lː		Germanic	96_mountain	9617	17093	f j ɛ - lː
57481	Danish	mountain	bjerg	bjɛʁˀw	b j ɛ ʁˀ w		Germanic	96_mountain	9615	17088	b j ɛ ʁˀ w
58564	German	mountain	Berg	bɛɐ̯k	b ɛ ɐ k		Germanic	96_mountain	9616	17089	b ɛ - ɐ k
59588	Dutch	mountain	berg	bɛrx	b ɛ r x		Germanic	96_mountain	9616	17089	b ɛ r - x
60766	English	mountain	mountain	ˈmaʊntɪn	m a ʊ n t ɪ n		Germanic	96_mountain	9614	17085	m a ʊ n t ɪ n
61805	Irish	mountain	sliabh	ʃlʲɪəvˠ	ʃ lʲ ɪ ə vˠ		Celtic	96_mountain	6621	17094	ʃ lʲ ɪ ə vˠ
63065	Welsh	mountain	mynydd	mənɪð	m ə n ɪ ð		Celtic	96_mountain	6620	17083	m ə n ɪ ð
64233	Breton	mountain	menez	mẽːnɛs	m ẽː n ɛ s		Celtic	96_mountain	6620	17083	m ẽː n ɛ s
65276	Latin	mountain	mons	mõːs	m õː s		Italic	96_mountain	13383	17091	m õː s
66374	French	mountain	mont	mɔ̃	m ɔ̃		Italic	96_mountain	13383	17091	m ɔ̃ -
66375	French	mountain	montagne	mɔ̃ˈtaɲ	m ɔ̃ t a ɲ		Italic	96_mountain	13381	17085	m ɔ̃ - t a ɲ -
67598	Catalan	mountain	muntanya	mun̪t̪aɲə	m u n̪ t̪ a ɲ ə		Italic	96_mountain	13381	17085	m u n̪ t̪ a ɲ ə
68724	Spanish	mountain	monte	monte	m o n t e		Italic	96_mountain	13381	17085	m o n t e - -
68725	Spanish	mountain	montaña	montaɲa	m o n t a ɲ a		Italic	96_mountain	13381	17085	m o n t a ɲ a
69942	Portuguese	mountain	monte	ˈmõtə	m õ t ə		Italic	96_mountain	13381	17085	m õ - t ə - -
69943	Portuguese	mountain	montanha	mõˈtɐɲɐ	m õ t ɐ ɲ ɐ		Italic	96_mountain	13381	17085	m õ - t ɐ ɲ ɐ
71188	Italian	mountain	monte	monte	m o n t e		Italic	96_mountain	13381	17085	m o n t e - -
71189	Italian	mountain	montagna	montaɲːa	m o n t a ɲː a		Italic	96_mountain	13381	17085	m o n t a ɲː a
72447	Romanian	mountain	munte	munte	m u n t e		Italic	96_mountain	13381	17085	m u n t e - -
41264	Bulgarian	mouse	мишка	miʃka	m i ʃ k a		Balto-Slavic	146_mouse	1495	17106	m i ʃ k a
42461	Croatian	mouse	miš	mîʃ	m i ʃ		Balto-Slavic	146_mouse	1495	17106	m i ʃ - -
43729	Slovene	mouse	mìš	mi˦ʃ	m i ⁴ ʃ		Balto-Slavic	146_mouse	1497	17129	m i ⁴ ʃ
44836	Slovak	mouse	myš	miʃ	m i ʃ		Balto-Slavic	146_mouse	1495	17106	m i ʃ - -
